일련번호,의료기관명,병상수,소재지,설립구분,개설일자,전화번호,데이터기준일자
1891,하동세란의원,0,하동군 하동읍 경서대로 162,민간,2002-05-08,055-884-8275,2023-12-31
1892,참사랑연합의원,0,"하동군 하동읍 중앙로 18, 2층",민간,2003-02-15,055-884-2600,2023-12-31
1893,백의원,0,하동군 진교면 민다리길 69,민간,2004-11-15,055-884-2115,2023-12-31
1894,두레원의원,0,하동군 진교면 진교중앙길 14-3,민간,2005-03-07,055-882-6077,2023-12-31
1895,하동중앙의원,29,하동군 하동읍 연화길 6,민간,2005-07-04,055-883-0222,2023-12-31
1896,삼성정형외과의원,0,하동군 하동읍 중앙로 21,민간,2006-03-06,055-884-0752,2023-12-31
1897,서울안과의원,0,"하동군 하동읍 중앙로 15, 경남은행 2층",민간,2007-04-05,055-882-2075,2023-12-31
1898,성심의원,0,하동군 하동읍 시장2길 15-1 (2층),민간,2008-06-09,055-883-4000,2023-12-31
1899,하동현대의원,12,하동군 하동읍 중앙로 15,민간,2009-03-02,055-882-7377,2023-12-31
1900,보덕의원,0,하동군 화개면 화개로 14,민간,2009-06-29,055-884-0008,2023-12-31
1901,하동군민여성의원,4,하동군 하동읍 중앙로 115,민간,2015-06-24,055-882-7770,2023-12-31
1902,전도성모의원,0,"하동군 금남면 섬진강대로 971, 전도상가타운 2층",민간,2019-02-19,055-884-7440,2023-12-31
1903,참사랑내과의원,0,"하동군 하동읍 중앙로 18, 2층",민간,2023-10-25,055-884-7004,2023-12-31
1904,신세계의원,0,산청군 단성면 목화로968번길 17,민간,1972-12-29,055-972-0012,2023-12-31
1905,제생의원,0,산청군 산청읍 웅석봉로 10,민간,1990-03-20,055-973-2079,2023-12-31
1906,윤의원,0,산청군 시천면 남명로 205 (윤의원),민간,1995-12-12,055-973-6096,2023-12-31
1907,청송의원,0,산청군 산청읍 웅석봉로 18,민간,1996-03-02,055-973-5422,2023-12-31
1908,덕산가정의학과의원,0,산청군 시천면 남명로 199,민간,1998-02-26,055-972-9318,2023-12-31
1909,황도영의원,0,산청군 신안면 원지로 17,민간,2002-02-20,055-972-7535,2023-12-31
1910,밝은서울안과의원,0,산청군 산청읍 웅석봉로 6,민간,2008-06-04,055-973-9937,2023-12-31
1911,서울의원,0,산청군 산청읍 중앙로 19,민간,2009-04-29,055-973-3828,2023-12-31
1912,한마음의원,0,산청군 산청읍 덕계로 21,민간,2009-04-30,055-974-0975,2023-12-31
1913,현대가정의학과의원,0,"산청군 신안면 지리산대로 3475, 101호 (근공인중개사사무소)",민간,2011-08-26,055-972-2588,2023-12-31
1914,신통의원,0,"산청군 산청읍 꽃봉산로91번길 33, 2층",민간,2015-04-29,055-973-0771,2023-12-31
1915,예의원,0,"산청군 신안면 원지강변로63번길 30-26, 2층",민간,2016-02-23,055-972-7111,2023-12-31
1916,신등하나의원,0,산청군 신등면 신차로 509,민간,2019-12-30,055-974-0417,2023-12-31
1917,원지제일의원,0,"산청군 신안면 지리산대로 3464-1, 2층",민간,2022-12-29,055-973-7559,2023-12-31
1918,우리들의원.한의원,0,"산청군 신안면 원지로4번길 2, 1층",민간,2023-03-27,055-973-7582,2023-12-31
1919,속편한 내과의원,0,"함양군 함양읍 함양로 1174, 2층 202호",민간,2023-10-04,055-820-8875,2023-12-31
1920,정해일의원,0,"함양군 함양읍 함양로 1143, 3층",민간,2021-07-06,055-963-4133,2023-12-31
1921,함양튼튼정형외과의원,0,"함양군 함양읍 고운로 60, 2층",민간,2019-08-20,055-963-9933,2023-12-31
1922,성모의원,0,함양군 함양읍 함양로 1128,민간,2016-08-31,055-963-7510,2023-12-31
1923,나은마취통증의학과의원,0,"함양군 함양읍 용평중앙길 7-3, 2층",민간,2012-11-29,055-963-2766,2023-12-31
1924,효자손마취통증의학과의원,0,"함양군 함양읍 학사루3길 4, 2층",민간,2012-08-23,055-964-9856,2023-12-31
1925,한사랑의원,0,함양군 안의면 광풍로 138,민간,2011-08-26,055-963-7572,2023-12-31
1926,중앙의원,0,"함양군 함양읍 용평중앙길 12, 2층",민간,2010-09-02,055-964-0414,2023-12-31
1927,함양안과의원,0,"함양군 함양읍 용평중앙길 10-1, 3층",민간,2010-04-21,055-963-0875,2023-12-31
1928,서상의원,0,함양군 서상면 서상로 255,민간,2007-05-16,055-962-7275,2023-12-31
1929,함양웰소아청소년과의원,0,"함양군 함양읍 용평중앙길 4, 2층",민간,2006-04-12,055-962-2122,2023-12-31
1930,현대가정의원,0,함양군 안의면 금성길 3,민간,2006-01-23,055-962-4589,2023-12-31
1931,우리정형외과의원,0,함양군 함양읍 용평3길 24,민간,2004-11-22,055-962-9311,2023-12-31
1932,한마음연합의원,0,함양군 함양읍 용평길 44,민간,2003-01-02,055-964-2301,2023-12-31
1933,동신가정의학과의원,0,함양군 함양읍 용평중앙길 10-1,민간,1998-03-09,055-963-9470,2023-12-31
1934,홍인의원,0,함양군 함양읍 고운로 77-4,민간,1997-10-22,055-963-2050,2023-12-31
1935,제일가정의학과의원,0,함양군 함양읍 고운로 93,민간,1997-09-09,055-963-5871,2023-12-31
1936,강남가정의학과의원,0,함양군 함양읍 함양로 1130,민간,1995-09-28,055-963-8050,2023-12-31
1937,안의중앙의원,0,함양군 안의면 종로길 13,민간,1992-04-20,055-963-7620,2023-12-31
1938,거창수이비인후과의원,0,"거창군 거창읍 거열로 116, 경남은행 3층",민간,2020-08-21,055-945-9978,2023-12-31
1939,거창삼성내과의원,0,"거창군 거창읍 강변로 177, 아진프라자 2~3층(201호, 301호, 303호)",민간,2019-01-25,055-808-7770,2023-12-31
1940,거창의원,0,거창군 거창읍 시장길 20,민간,2019-01-23,055-942-9811,2023-12-31
1941,거창종합내과의원,0,"거창군 거창읍 중앙로 163-6, 2층",민간,2019-01-15,055-945-8275,2023-12-31
1942,거창정형외과의원,0,"거창군 거창읍 거열로 118, 4층",민간,2017-11-09,055-943-0328,2023-12-31
1943,척바른신경외과의원,0,"거창군 거창읍 거열로 116, 2층 (경남은행)",민간,2017-06-05,055-945-2220,2023-12-31
1944,튼튼의원,0,"거창군 거창읍 거창대로 71-1, 2-3층",민간,2017-01-24,055-943-3456,2023-12-31
1945,우리의원,0,"거창군 거창읍 거창대로 80, 현대외과의원",민간,2015-11-09,055-944-2122,2023-12-31
1946,신&속내과의원,0,"거창군 거창읍 강남로1길 94-90, 3~4층",민간,2012-10-29,055-942-8211,2023-12-31
1947,한마음연합의원,0,거창군 거창읍 중앙로1길 1,민간,2012-03-30,055-943-8275,2023-12-31
1948,거창제일안과의원,0,"거창군 거창읍 중앙로 157, 2층",민간,2011-04-13,055-943-7114,2023-12-31
1949,윤제통마취통증의학과의원,0,거창군 거창읍 거창대로 53-1,민간,2010-09-27,055-942-7735,2023-12-31
1950,영대가정의학과의원,0,"거창군 거창읍 중앙로 157, 1층",민간,2007-04-02,055-945-0055,2023-12-31
1951,거창제일이비인후과의원,0,거창군 거창읍 거창대로 78,민간,2005-01-14,055-942-2727,2023-12-31
1952,준비뇨기과의원,0,"거창군 거창읍 중앙로 158-1, 2층 (카네기)",민간,2003-04-03,055-945-3137,2023-12-31
1953,박내과의원,0,거창군 거창읍 거창대로 61,민간,2002-04-18,055-943-2992,2023-12-31
1954,봄소아청소년과의원,0,거창군 거창읍 거창대로 78-1,민간,2002-02-27,055-945-2733,2023-12-31
1955,신내과의원,0,거창군 거창읍 중앙로 136,민간,2001-12-13,055-942-0202,2023-12-31
1956,서원정형외과의원,0,거창군 거창읍 거창대로 65 (서원정형외과),민간,2000-03-27,055-944-9990,2023-12-31
1957,황정형외과의원,28,거창군 거창읍 강남로 206,민간,1999-06-09,055-941-0597,2023-12-31
1958,실로암의원,0,"거창군 거창읍 거창대로 100, 5층 502호 (선보프라자)",민간,1998-11-09,055-942-5342,2023-12-31
1959,거창성모안과의원,0,"거창군 거창읍 거창대로 52, 2층 (동성리젠시)",민간,1998-11-02,055-945-3010,2023-12-31
1960,정외과의원,0,거창군 가조면 지산로 1487,민간,1998-01-19,055-943-6360,2023-12-31
1961,김소아청소년과의원,0,"거창군 거창읍 거창대로 100, 301호 (선보프라자)",민간,1997-12-24,055-945-0654,2023-12-31
1962,김덕성의원,0,거창군 거창읍 거창대로 58,민간,1997-06-09,055-944-8095,2023-12-31
1963,고려정형외과의원,29,거창군 거창읍 강남로 194,민간,1995-05-25,055-943-9811,2023-12-31
1964,최창수외과의원,0,거창군 거창읍 거열로 202,민간,1993-03-27,055-944-1230,2023-12-31
1965,아림의원,0,거창군 거창읍 거창대로 99,민간,1991-05-20,055-943-7575,2023-12-31
1966,삼보의원,0,"거창군 거창읍 거창대로2길 5, 2층 (삼보의원)",민간,1990-03-06,055-943-6255,2023-12-31
1967,가야연합의원,0,합천군 가야면 황산3길 8,민간,2023-08-16,055-933-1212,2023-12-31
1968,바른윤내과의원,0,합천군 합천읍 동서로 95,민간,2020-02-25,055-934-2324,2023-12-31
1969,합천속편한내과의원,0,"합천군 합천읍 옥산로 68, 2층",민간,2019-03-18,055-996-9888,2023-12-31
1970,합천참정형외과의원,0,"합천군 합천읍 대야로 894, 2층",민간,2018-08-13,055-931-0322,2023-12-31
1971,해인의원,0,합천군 합천읍 충효로 98-14,민간,2017-06-26,055-931-7777,2023-12-31
1972,소리샘이비인후과의원,0,합천군 합천읍 옥산로 86,민간,2016-04-15,055-932-3600,2023-12-31
1973,천 야로의원,0,합천군 야로면 가야산로 349-5,민간,2008-09-10,055-932-6509,2023-12-31
1974,합천밝은안과의원,3,합천군 합천읍 옥산로 70,민간,2007-01-12,055-932-7553,2023-12-31
1975,이홍석내과의원,0,합천군 합천읍 옥산로 90,민간,2006-04-25,055-934-0055,2023-12-31
1976,파티마마취통증의학과 의원,0,합천군 합천읍 옥산로 69,민간,2001-06-02,055-933-2680,2023-12-31
1977,동부의원,0,합천군 초계면 초계중앙로 54,민간,1999-04-03,"055-934-0577, 055-934-0578",2023-12-31
1978,성심의원,0,합천군 삼가면 삼가중앙길 23,민간,1999-02-02,"055-932-0802, 055-932-0803",2023-12-31
1979,경남연합정형외과의원,0,합천군 합천읍 옥산로 70,민간,1998-06-24,055-934-0191,2023-12-31
1980,제일의원,0,합천군 초계면 초계중앙로 86,민간,1998-06-22,055-933-6991,2023-12-31
1981,중앙의원,0,합천군 합천읍 대야로 889,민간,1997-12-24,055-932-3861,2023-12-31
1982,현대의원,0,합천군 삼가면 삼가1로 94,민간,1995-11-02,055-933-8578,2023-12-31
1983,삼가의원,0,합천군 삼가면 삼가중앙길 27-8,민간,1994-02-18,055-931-5131,2023-12-31
1984,고요한정신건강의학과의원,0,"창원시 성산구 상남로 126, 207호 (상남동)",민간,2022-11-25,055-289-7555,2023-12-31
1985,상남아이재활의학과정신건강의학과의원,0,"창원시 성산구 상남로 126, 9층 902호 (상남동)",민간,2022-03-07,055-715-3100,2023-12-31
1986,마음가는정신건강의학과의원,0,"창원시 성산구 상남로 73, 서울메디컬센터 1001,1003호 (상남동)",민간,2022-03-03,055-282-1575,2023-12-31
1987,창원아이정신건강의학과의원,0,"창원시 성산구 용지로133번길 3, 1001.1002호 (중앙동)",민간,2020-11-02,055-264-2004,2023-12-31
1988,마음편한정신건강의학과의원,0,"창원시 성산구 동산로 124, 성원아파트 성원종합상가 5층 515호 (상남동)",민간,2019-12-30,055-719-2468,2023-12-31
1989,창원정신건강의학과의원,0,"창원시 성산구 원이대로 578, 구트병원빌딩 403호 (중앙동)",민간,2018-05-10,055-289-6609,2023-12-31
1990,이도윤정신건강의학과의원,0,"창원시 의창구 의안로 41, 3층 (소답동, 성림메디칼빌딩)",민간,2017-01-25,055-255-0708,2023-12-31
1991,닥터진정신건강의학과의원,0,창원시 성산구 원이대로 646 (상남동),민간,2013-06-24,055-274-0088,2023-12-31
1992,루이스정신건강의학과의원,0,"창원시 성산구 마디미서로 26 (상남동, 한독빌딩)",민간,2013-01-03,055-275-7595,2023-12-31
1993,마음과마음정신건강의학과의원,0,"창원시 성산구 원이대로 591, X프리빌딩 8층 (용호동)",민간,2007-12-05,055-274-2332,2023-12-31
1994,열린마음정신건강의학과의원,0,"창원시 성산구 원이대로 652 (상남동, 롯데빌딩)",민간,2002-08-30,055-282-7171,2023-12-31
1995,이인섭정신건강의학과의원,0,"창원시 성산구 상남로 122 (상남동, 롯데메디컬)",민간,2000-01-31,055-262-8935,2023-12-31
1996,성가정신건강의학과의원,0,"창원시 의창구 우곡로217번길 36, 모리스빌딩 7층 (명서동)",민간,1999-09-07,055-275-3557,2023-12-31
1997,더행복한정신건강의학과의원,0,"창원시 마산합포구 3·15대로 261, 6층 601호 (중앙동3가)",민간,2020-04-03,055-245-7773,2023-12-31
1998,삼성공감정신건강의학과의원,0,"창원시 마산회원구 3·15대로 775, 합성메디칼센타 3층 (합성동)",민간,2019-07-31,055-292-1275,2023-12-31
1999,문석호정신건강의학과의원,0,"창원시 마산합포구 해안대로 15, 파라다이스빌딩 4층 404-3호 (해운동)",민간,2018-05-09,055-222-0076,2023-12-31
2000,삼성정신건강의학과의원,0,"창원시 마산회원구 3·15대로 800, 선메디칼빌딩 5층 (합성동)",민간,2006-10-20,055-255-1586,2023-12-31
2001,송성민정신건강의학과의원,0,"창원시 마산합포구 합포로 74-1 (오동동, 농협)",민간,2001-03-02,055-245-0028,2023-12-31
2002,정청정신건강의학과의원,0,"창원시 마산회원구 3·15대로 773 (합성동, 정청신경외과)",민간,2000-12-26,055-255-7504,2023-12-31
2003,이상돈신경정신과의원,0,"창원시 마산회원구 3·15대로 744 (합성동, 송하빌딩)",민간,1997-02-27,055-252-9559,2023-12-31
2004,이.문신경정신과의원,0,"창원시 마산회원구 3·15대로 772 (합성동, 경남고시학원)",민간,1992-03-21,055-293-1222,2023-12-31
2005,정환증정신건강의학과의원,0,창원시 마산회원구 3·15대로 765-1 (합성동),민간,1991-04-24,055-297-9164,2023-12-31
2006,제일신경정신과의원,0,"창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1991-02-04,055-248-4845,2023-12-31
2007,배신경정신과의원,0,"창원시 마산합포구 서성로 56 (신포동2가, 배신경정신과의원)",민간,1967-09-15,055-244-8686,2023-12-31
2008,이끌림정신건강의학과의원,0,"창원시 진해구 진해대로1114번길 15, 가동 3층 (장천동)",민간,2020-12-23,055-715-3577,2023-12-31
2009,최병훈정신건강의학과의원,0,창원시 진해구 충장로 133 (여좌동),민간,1999-03-04,055-551-2275,2023-12-31
2010,한빛정신건강의학과의원,0,"진주시 진주대로 1083, 1,2층 (평안동)",민간,1998-11-27,055-741-1515,2023-12-31
2011,명원정신건강의학과의원,0,"진주시 진양호로 526 (본성동, 백상빌딩)",민간,2013-10-01,055-763-7525,2023-12-31
2012,진주정신건강의학과의원,0,"진주시 진주대로 894-3, 2층 (칠암동)",민간,2015-04-06,055-755-9909,2023-12-31
2013,새빛정신건강의학과의원,0,"진주시 사들로 50, 3층 (충무공동)",민간,2016-12-01,055-743-8775,2023-12-31
2014,공감정신건강의학과의원,0,"진주시 순환로 527, 7층701호, 8층802호 (평거동)",민간,2017-04-05,055-748-3500,2023-12-31
2015,해마음정신건강의학과의원,0,"진주시 진주대로 880, 3층 (칠암동)",민간,2017-09-18,055-754-3375,2023-12-31
2016,치유정신건강의학과의원,0,"진주시 동진로 182, 4층 (상대동)",민간,2017-09-26,055-762-7679,2023-12-31
2017,박지혜정신건강의학과의원,0,"진주시 사들로 83, 미일빌딩 3층 302호 (충무공동)",민간,2018-11-22,055-755-8808,2023-12-31
2018,황박정신건강의학과의원,0,"통영시 중앙로 269, 3층 (북신동)",민간,1997-05-01,055-641-7070,2023-12-31
2019,통영정신건강의학과의원,0,"통영시 중앙로 289, 4층 402호 (북신동, 그랜드빌딩)",민간,2017-01-03,055-646-3111,2023-12-31
2020,보듬앤 정신건강의학과의원,0,"김해시 삼계중앙로 27, 삼계메디칼 6층 (삼계동)",민간,2021-11-04,055-333-3351,2023-12-31
2021,해맑은정신과의원,0,"김해시 삼계중앙로 22, 302호 (삼계동, 서빈굿타임빌딩)",민간,2009-12-29,055-332-2622,2023-12-31
2022,한농교정신건강의학과의원,0,김해시 내외중앙로 44 (외동),민간,2000-05-01,055-325-7725,2023-12-31
2023,이기주정신건강의학과의원,0,"김해시 분성로 321, 304호 (서상동, 골든에비뉴)",민간,1995-05-10,055-336-0938,2023-12-31
2024,김철주정신건강의학과의원,0,"김해시 삼계중앙로 31, 대흥빌딩 202호 (삼계동)",민간,1995-02-16,055-332-7265,2023-12-31
2025,마음숲정신건강의학과의원,0,"김해시 율하3로 38, 경보오션 403호 (율하동)",민간,2021-12-06,055-723-3445,2023-12-31
2026,공감정신건강의학과의원,0,"김해시 능동로149번길 6, 남일빌딩 301호 (부곡동)",민간,2015-08-31,055-325-8275,2023-12-31
2027,김재형정신건강의학과의원,0,"김해시 장유로 232, 코아상가 203호 (부곡동)",민간,2006-03-06,055-313-5432,2023-12-31
2028,밀양정신건강의학과의원,0,"밀양시 삼문중앙로 38, 2층 (삼문동)",민간,2021-03-31,055-356-9111,2023-12-31
2029,양정신건강의학과의원,0,밀양시 북성로2길 15-9 (내이동),민간,2016-05-13,055-352-0075,2023-12-31
2030,거제정신건강의학과의원,0,"거제시 고현로 88, 202호 (고현동)",민간,2018-10-01,055-635-7475,2023-12-31
2031,김찬우정신건강의학과의원,0,"거제시 거제중앙로 1893, 2층 (고현동)",민간,2015-10-05,055-633-7515,2023-12-31
